,设备号,入库时间,省,市,区,经度,纬度,程序解析详细地址
1,014304A0140128,2016-10-1 8:19,江西,上饶,上饶市区,117.950048,28.452568,江西省上饶市信州区信州区北门乡民主村民委员会
2,014304A0140128,2016-10-1 8:19,江西,上饶,上饶市区,117.950048,28.452568,江西省上饶市信州区信州区北门乡民主村民委员会
3,014304A0140128,2016-10-1 8:19,江西,上饶,上饶市区,117.950048,28.452568,江西省上饶市信州区信州区北门乡民主村民委员会
4,014304A0140128,2016-10-1 8:19,江西,上饶,上饶市区,117.950048,28.452568,江西省上饶市信州区信州区北门乡民主村民委员会
5,014304A0140128,2016-10-1 8:19,江西,上饶,上饶市区,117.950048,28.452568,江西省上饶市信州区信州区北门乡民主村民委员会
6,014304A0140128,2016-10-1 8:19,江西,上饶,上饶市区,117.950048,28.452568,江西省上饶市信州区信州区北门乡民主村民委员会
7,014304A0140128,2016-10-1 8:20,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
8,014304A0140128,2016-10-1 8:20,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
9,014304A0140128,2016-10-1 8:22,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
10,014304A0140128,2016-10-1 8:24,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
11,014304A0140128,2016-10-1 8:24,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
12,014304A0140128,2016-10-1 8:26,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
13,014304A0140128,2016-10-1 8:30,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
14,014304A0140128,2016-10-1 8:34,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
15,014304A0140128,2016-10-1 8:38,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
16,014304A0140128,2016-10-1 8:42,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
17,014304A0140128,2016-10-1 8:46,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
18,014304A0140128,2016-10-1 8:50,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
19,014304A0140128,2016-10-1 8:52,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
20,014304A0140128,2016-10-1 8:52,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
21,014304A0140128,2016-10-1 8:54,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
22,014304A0140128,2016-10-1 8:57,江西,上饶,上饶市区,117.949872,28.452627,江西省上饶市信州区信州区北门乡民主村民委员会
23,014304A0140128,2016-10-1 9:02,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
24,014304A0140128,2016-10-1 9:02,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
25,014304A0140128,2016-10-1 9:02,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
26,014304A0140128,2016-10-1 9:02,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
27,014304A0140128,2016-10-1 9:05,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
28,014304A0140128,2016-10-1 9:09,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
29,014304A0140128,2016-10-1 9:10,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
30,014304A0140128,2016-10-1 9:10,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
31,014304A0140128,2016-10-1 9:12,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
32,014304A0140128,2016-10-1 9:12,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
33,014304A0140128,2016-10-1 9:13,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
34,014304A0140128,2016-10-1 9:17,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
35,014304A0140128,2016-10-1 9:18,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
36,014304A0140128,2016-10-1 9:18,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
37,014304A0140128,2016-10-1 9:21,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
38,014304A0140128,2016-10-1 9:23,江西,上饶,上饶市区,117.949918,28.452667,江西省上饶市信州区信州区北门乡民主村民委员会
39,014304A0140128,2016-10-1 9:36,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
40,014304A0140128,2016-10-1 9:36,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
41,014304A0140128,2016-10-1 9:36,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
42,014304A0140128,2016-10-1 9:37,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
43,014304A0140128,2016-10-1 9:39,江西,上饶,上饶市区,117.949768,28.452735,江西省上饶市信州区信州区北门乡民主村民委员会
44,014304A0140128,2016-10-1 9:43,江西,上饶,上饶市区,117.949768,28.452735,江西省上饶市信州区信州区北门乡民主村民委员会
45,014304A0140128,2016-10-1 9:47,江西,上饶,上饶市区,117.949862,28.452707,江西省上饶市信州区信州区北门乡民主村民委员会
46,014304A0140128,2016-10-1 9:51,江西,上饶,上饶市区,117.949862,28.452707,江西省上饶市信州区信州区北门乡民主村民委员会
47,014304A0140128,2016-10-1 9:51,江西,上饶,上饶市区,117.949862,28.452707,江西省上饶市信州区信州区北门乡民主村民委员会
48,014304A0140128,2016-10-1 9:51,江西,上饶,上饶市区,117.949862,28.452707,江西省上饶市信州区信州区北门乡民主村民委员会
49,014304A0140128,2016-10-1 9:55,江西,上饶,上饶市区,117.949862,28.452707,江西省上饶市信州区信州区北门乡民主村民委员会
50,014304A0140128,2016-10-1 9:56,江西,上饶,上饶市区,117.949862,28.452707,江西省上饶市信州区信州区北门乡民主村民委员会
51,014304A0140128,2016-10-1 12:11,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
52,014304A0140128,2016-10-1 12:11,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
53,014304A0140128,2016-10-1 12:11,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
54,014304A0140128,2016-10-1 12:11,江西,上饶,上饶市区,117.95054,28.453142,江西省上饶市信州区信州区北门乡民主村民委员会
55,014304A0140128,2016-10-1 12:14,江西,上饶,上饶市区,117.950195,28.452978,江西省上饶市信州区信州区北门乡民主村民委员会
56,014304A0140128,2016-10-1 12:18,江西,上饶,上饶市区,117.950195,28.452978,江西省上饶市信州区信州区北门乡民主村民委员会
57,014304A0140128,2016-10-1 12:18,江西,上饶,上饶市区,117.950195,28.452978,江西省上饶市信州区信州区北门乡民主村民委员会
58,014304A0140128,2016-10-1 12:18,江西,上饶,上饶市区,117.950195,28.452978,江西省上饶市信州区信州区北门乡民主村民委员会
59,014304A0140128,2016-10-1 12:22,江西,上饶,上饶市区,117.950195,28.452978,江西省上饶市信州区信州区北门乡民主村民委员会
60,014304A0140128,2016-10-1 12:23,江西,上饶,上饶市区,117.950195,28.452978,江西省上饶市信州区信州区北门乡民主村民委员会
61,014304A0140128,2016-10-1 12:29,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
62,014304A0140128,2016-10-1 12:29,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
63,014304A0140128,2016-10-1 12:29,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
64,014304A0140128,2016-10-1 12:29,江西,上饶,上饶市区,117.949818,28.452705,江西省上饶市信州区信州区北门乡民主村民委员会
65,014304A0140128,2016-10-1 12:32,江西,上饶,上饶市区,117.950072,28.452485,江西省上饶市信州区信州区北门乡民主村民委员会
66,014304A0140128,2016-10-1 12:36,江西,上饶,上饶市区,117.949895,28.452632,江西省上饶市信州区信州区北门乡民主村民委员会
67,014304A0140128,2016-10-1 12:38,江西,上饶,上饶市区,117.949895,28.452632,江西省上饶市信州区信州区北门乡民主村民委员会
68,014304A0140128,2016-10-1 12:38,江西,上饶,上饶市区,117.949895,28.452632,江西省上饶市信州区信州区北门乡民主村民委员会
69,014304A0140128,2016-10-1 12:40,江西,上饶,上饶市区,117.949895,28.452632,江西省上饶市信州区信州区北门乡民主村民委员会
70,014304A0140128,2016-10-1 12:43,江西,上饶,上饶市区,117.94989,28.452588,江西省上饶市信州区信州区北门乡民主村民委员会
71,014304A0140128,2016-10-1 13:05,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
72,014304A0140128,2016-10-1 13:05,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
73,014304A0140128,2016-10-1 13:06,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
74,014304A0140128,2016-10-1 13:06,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
75,014304A0140128,2016-10-1 13:08,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
76,014304A0140128,2016-10-1 13:12,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
77,014304A0140128,2016-10-1 13:16,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
78,014304A0140128,2016-10-1 13:20,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
79,014304A0140128,2016-10-1 13:24,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
80,014304A0140128,2016-10-1 13:28,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
81,014304A0140128,2016-10-1 13:29,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
82,014304A0140128,2016-10-1 13:29,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
83,014304A0140128,2016-10-1 13:32,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
84,014304A0140128,2016-10-1 13:33,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
85,014304A0140128,2016-10-1 13:33,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
86,014304A0140128,2016-10-1 13:36,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
87,014304A0140128,2016-10-1 13:40,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
88,014304A0140128,2016-10-1 13:45,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
89,014304A0140128,2016-10-1 13:45,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
90,014304A0140128,2016-10-1 13:45,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
91,014304A0140128,2016-10-1 13:46,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
92,014304A0140128,2016-10-1 13:46,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
93,014304A0140128,2016-10-1 13:48,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
94,014304A0140128,2016-10-1 13:52,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
95,014304A0140128,2016-10-1 13:53,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
96,014304A0140128,2016-10-1 13:53,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
97,014304A0140128,2016-10-1 13:56,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
98,014304A0140128,2016-10-1 13:58,江西,上饶,上饶市区,117.949977,28.452457,江西省上饶市信州区信州区北门乡民主村民委员会
99,014304A0140128,2016-10-1 14:05,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
100,014304A0140128,2016-10-1 14:05,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
101,014304A0140128,2016-10-1 14:05,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
102,014304A0140128,2016-10-1 14:05,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
103,014304A0140128,2016-10-1 14:08,江西,上饶,上饶市区,117.949915,28.452652,江西省上饶市信州区信州区北门乡民主村民委员会
104,014304A0140128,2016-10-1 14:12,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
105,014304A0140128,2016-10-1 14:16,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
106,014304A0140128,2016-10-1 14:20,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
107,014304A0140128,2016-10-1 14:24,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
108,014304A0140128,2016-10-1 14:28,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
109,014304A0140128,2016-10-1 14:32,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
110,014304A0140128,2016-10-1 14:36,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
111,014304A0140128,2016-10-1 14:40,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
112,014304A0140128,2016-10-1 14:44,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
113,014304A0140128,2016-10-1 14:47,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
114,014304A0140128,2016-10-1 14:47,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
115,014304A0140128,2016-10-1 14:48,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
116,014304A0140128,2016-10-1 14:52,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
117,014304A0140128,2016-10-1 14:52,江西,上饶,上饶市区,117.949902,28.452662,江西省上饶市信州区信州区北门乡民主村民委员会
118,014304A0140128,2016-10-1 14:55,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
119,014304A0140128,2016-10-1 14:55,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
120,014304A0140128,2016-10-1 14:55,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
121,014304A0140128,2016-10-1 14:55,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
122,014304A0140128,2016-10-1 14:58,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
123,014304A0140128,2016-10-1 15:02,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
124,014304A0140128,2016-10-1 15:06,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
125,014304A0140128,2016-10-1 15:10,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
126,014304A0140128,2016-10-1 15:14,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
127,014304A0140128,2016-10-1 15:17,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
128,014304A0140128,2016-10-1 15:17,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
129,014304A0140128,2016-10-1 15:18,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
130,014304A0140128,2016-10-1 15:21,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
131,014304A0140128,2016-10-1 15:21,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
132,014304A0140128,2016-10-1 15:22,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
133,014304A0140128,2016-10-1 15:26,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
134,014304A0140128,2016-10-1 15:30,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
135,014304A0140128,2016-10-1 15:34,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
136,014304A0140128,2016-10-1 15:34,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
137,014304A0140128,2016-10-1 15:34,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
138,014304A0140128,2016-10-1 15:35,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
139,014304A0140128,2016-10-1 15:35,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
140,014304A0140128,2016-10-1 15:38,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
141,014304A0140128,2016-10-1 15:42,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
142,014304A0140128,2016-10-1 15:42,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
143,014304A0140128,2016-10-1 15:42,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
144,014304A0140128,2016-10-1 15:46,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
145,014304A0140128,2016-10-1 15:47,江西,上饶,上饶市区,117.949905,28.452562,江西省上饶市信州区信州区北门乡民主村民委员会
146,014304A0140128,2016-10-1 15:54,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
147,014304A0140128,2016-10-1 15:54,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
148,014304A0140128,2016-10-1 15:54,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
149,014304A0140128,2016-10-1 15:54,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
150,014304A0140128,2016-10-1 15:57,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
151,014304A0140128,2016-10-1 16:01,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
152,014304A0140128,2016-10-1 16:05,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
153,014304A0140128,2016-10-1 16:09,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
154,014304A0140128,2016-10-1 16:13,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
155,014304A0140128,2016-10-1 16:17,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
156,014304A0140128,2016-10-1 16:21,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
157,014304A0140128,2016-10-1 16:25,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
158,014304A0140128,2016-10-1 16:28,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
159,014304A0140128,2016-10-1 16:28,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
160,014304A0140128,2016-10-1 16:29,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
161,014304A0140128,2016-10-1 16:33,江西,上饶,上饶市区,117.95008,28.45256,江西省上饶市信州区信州区北门乡民主村民委员会
162,014304A0140128,2016-10-1 17:23,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
163,014304A0140128,2016-10-1 17:23,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
164,014304A0140128,2016-10-1 17:23,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
165,014304A0140128,2016-10-1 17:23,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
166,014304A0140128,2016-10-1 17:26,江西,上饶,上饶市区,117.949705,28.452592,江西省上饶市信州区信州区北门乡民主村民委员会
167,014304A0140128,2016-10-1 17:30,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
168,014304A0140128,2016-10-1 17:34,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
169,014304A0140128,2016-10-1 17:38,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
170,014304A0140128,2016-10-1 17:42,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
171,014304A0140128,2016-10-1 17:46,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
172,014304A0140128,2016-10-1 17:50,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
173,014304A0140128,2016-10-1 17:54,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
174,014304A0140128,2016-10-1 17:55,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
175,014304A0140128,2016-10-1 17:55,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
176,014304A0140128,2016-10-1 17:58,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
177,014304A0140128,2016-10-1 18:00,江西,上饶,上饶市区,117.949833,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
178,014304A0140128,2016-10-1 18:39,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
179,014304A0140128,2016-10-1 18:39,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
180,014304A0140128,2016-10-1 18:39,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
181,014304A0140128,2016-10-1 18:40,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
182,014304A0140128,2016-10-1 18:42,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
183,014304A0140128,2016-10-1 18:46,江西,上饶,上饶市区,117.949918,28.452487,江西省上饶市信州区信州区北门乡民主村民委员会
184,014304A0140128,2016-10-1 18:50,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
185,014304A0140128,2016-10-1 18:54,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
186,014304A0140128,2016-10-1 18:58,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
187,014304A0140128,2016-10-1 19:02,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
188,014304A0140128,2016-10-1 19:06,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
189,014304A0140128,2016-10-1 19:10,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
190,014304A0140128,2016-10-1 19:10,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
191,014304A0140128,2016-10-1 19:10,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
192,014304A0140128,2016-10-1 19:14,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
193,014304A0140128,2016-10-1 19:15,江西,上饶,上饶市区,117.949855,28.452527,江西省上饶市信州区信州区北门乡民主村民委员会
194,014304A0140128,2016-10-1 19:18,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
195,014304A0140128,2016-10-1 19:19,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
196,014304A0140128,2016-10-1 19:19,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
197,014304A0140128,2016-10-1 19:19,江西,上饶,上饶市区,117.950033,28.4525,江西省上饶市信州区信州区北门乡民主村民委员会
198,014304A0140128,2016-10-1 19:22,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
199,014304A0140128,2016-10-1 19:26,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
200,014304A0140128,2016-10-1 19:30,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
201,014304A0140128,2016-10-1 19:34,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
202,014304A0140128,2016-10-1 19:38,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
203,014304A0140128,2016-10-1 19:42,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
204,014304A0140128,2016-10-1 19:46,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
205,014304A0140128,2016-10-1 19:50,江西,上饶,上饶市区,117.949738,28.452663,江西省上饶市信州区信州区北门乡民主村民委员会
